"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"37206","香川県","","","さぬき市","さぬきし","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37207","香川県","","","東かがわ市","ひがしかがわし","2003-04-01","引田町(37301)、白鳥町(37302)、大内町(37303)が合併し、東かがわ市(37207)を新設
大川郡(37300)の廃止"
"37208","香川県","","","三豊市","みとよし","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37301","香川県","大川郡","おおかわぐん","引田町","ひけたちょう","2003-04-01","引田町(37301)、白鳥町(37302)、大内町(37303)が合併し、東かがわ市(37207)を新設
大川郡(37300)の廃止"
"37302","香川県","大川郡","おおかわぐん","白鳥町","しろとりちょう","2003-04-01","引田町(37301)、白鳥町(37302)、大内町(37303)が合併し、東かがわ市(37207)を新設
大川郡(37300)の廃止"
"37303","香川県","大川郡","おおかわぐん","大内町","おおちちょう","2003-04-01","引田町(37301)、白鳥町(37302)、大内町(37303)が合併し、東かがわ市(37207)を新設
大川郡(37300)の廃止"
"37304","香川県","大川郡","おおかわぐん","津田町","つだちょう","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37305","香川県","大川郡","おおかわぐん","大川町","おおかわちょう","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37306","香川県","大川郡","おおかわぐん","志度町","しどちょう","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37307","香川県","大川郡","おおかわぐん","寒川町","さんがわちょう","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37308","香川県","大川郡","おおかわぐん","長尾町","ながおちょう","2002-04-01","津田町(37304)、大川町(37305)、志度町(37306)、寒川町(37307)、長尾町(37308)が合併し、さぬき市(37206)を新設"
"37321","香川県","小豆郡","しょうずぐん","内海町","うちのみちょう","2006-03-21","内海町(37321)、池田町(37323)が合併し、小豆島町(37324)を新設"
"37323","香川県","小豆郡","しょうずぐん","池田町","いけだちょう","2006-03-21","内海町(37321)、池田町(37323)が合併し、小豆島町(37324)を新設"
"37324","香川県","小豆郡","しょうずぐん","小豆島町","しょうどしまちょう","2006-03-21","内海町(37321)、池田町(37323)が合併し、小豆島町(37324)を新設"
"37342","香川県","木田郡","きたぐん","牟礼町","むれちょう","2006-01-10","牟礼町(37342)が高松市(37201)に編入"
"37343","香川県","木田郡","きたぐん","庵治町","あじちょう","2006-01-10","庵治町(37343)が高松市(37201)に編入"
"37361","香川県","香川郡","かがわぐん","塩江町","しおのえちょう","2005-09-26","塩江町(37361)が高松市(37201)に編入"
"37362","香川県","香川郡","かがわぐん","香川町","かがわちょう","2006-01-10","香川町(37362)が高松市(37201)に編入"
"37363","香川県","香川郡","かがわぐん","香南町","こうなんちょう","2006-01-10","香南町(37363)が高松市(37201)に編入"
"37381","香川県","綾歌郡","あやうたぐん","綾上町","あやかみちょう","2006-03-21","綾上町(37381)、綾南町(37382)が合併し、綾川町(37387)を新設"
"37382","香川県","綾歌郡","あやうたぐん","綾南町","りょうなんちょう","2006-03-21","綾上町(37381)、綾南町(37382)が合併し、綾川町(37387)を新設"
"37383","香川県","綾歌郡","あやうたぐん","国分寺町","こくぶんじちょう","2006-01-10","国分寺町(37383)が高松市(37201)に編入"
"37384","香川県","綾歌郡","あやうたぐん","綾歌町","あやうたちょう","2005-03-22","丸亀市(37202)、綾歌町(37384)、飯山町(37385)が合併し、丸亀市を新設"
"37385","香川県","綾歌郡","あやうたぐん","飯山町","はんざんちょう","2005-03-22","丸亀市(37202)、綾歌町(37384)、飯山町(37385)が合併し、丸亀市を新設"
"37387","香川県","綾歌郡","あやうたぐん","綾川町","あやがわちょう","2006-03-21","綾上町(37381)、綾南町(37382)が合併し、綾川町(37387)を新設"
"37401","香川県","仲多度郡","なかたどぐん","琴南町","ことなみちょう","2006-03-20","琴南町(37401)、満濃町(37402)、仲南町(37405)が合併し、まんのう町(37406)を新設"
"37402","香川県","仲多度郡","なかたどぐん","満濃町","まんのうちょう","2006-03-20","琴南町(37401)、満濃町(37402)、仲南町(37405)が合併し、まんのう町(37406)を新設"
"37405","香川県","仲多度郡","なかたどぐん","仲南町","ちゅうなんちょう","2006-03-20","琴南町(37401)、満濃町(37402)、仲南町(37405)が合併し、まんのう町(37406)を新設"
"37406","香川県","仲多度郡","なかたどぐん","まんのう町","まんのうちょう","2006-03-20","琴南町(37401)、満濃町(37402)、仲南町(37405)が合併し、まんのう町(37406)を新設"
"37421","香川県","三豊郡","みとよぐん","高瀬町","たかせちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37422","香川県","三豊郡","みとよぐん","山本町","やまもとちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37423","香川県","三豊郡","みとよぐん","三野町","みのちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37424","香川県","三豊郡","みとよぐん","大野原町","おおのはらちょう","2005-10-11","観音寺市(37205)、大野原町(37424)、豊浜町(37428)が合併し、観音寺市を新設"
"37425","香川県","三豊郡","みとよぐん","豊中町","とよなかちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37426","香川県","三豊郡","みとよぐん","詫間町","たくまちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37427","香川県","三豊郡","みとよぐん","仁尾町","におちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"37428","香川県","三豊郡","みとよぐん","豊浜町","とよはまちょう","2005-10-11","観音寺市(37205)、大野原町(37424)、豊浜町(37428)が合併し、観音寺市を新設"
"37429","香川県","三豊郡","みとよぐん","財田町","さいたちょう","2006-01-01","高瀬町(37421)、山本町(37422)、三野町(37423)、豊中町(37425)、詫間町(37426)、仁尾町(37427)、財田町(37429)が合併し、三豊市(37208)を新設
三豊郡(37420)の廃止"
"38201","愛媛県","","","松山市","まつやまし","2000-04-01","松山市(38201)が中核市に移行"
"38201","愛媛県","","","松山市","まつやまし","2005-01-01","温泉郡(38360)の廃止
北条市(38211)、中島町(38363)が松山市(38201)に編入"
"38202","愛媛県","","","今治市","いまばりし","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38203","愛媛県","","","宇和島市","うわじまし","2005-08-01","宇和島市(38203)、吉田町(38481)、三間町(38482)、津島町(38486)が合併し、宇和島市を新設"
"38204","愛媛県","","","八幡浜市","やわたはまし","2005-03-28","八幡浜市(38204)、保内町(38441)が合併し、八幡浜市を新設"
"38205","愛媛県","","","新居浜市","にいはまし","2003-04-01","別子山村(38303)が新居浜市(38205)に編入"
"38206","愛媛県","","","西条市","さいじょうし","2004-11-01","周桑郡(38320)の廃止
西条市(38206)、東予市(38212)、小松町(38321)、丹原町(38323)が合併し、西条市を新設"
"38207","愛媛県","","","大洲市","おおずし","2005-01-11","大洲市(38207)、長浜町(38421)、肱川町(38424)、河辺村(38425)が合併し、大洲市を新設"
"38208","愛媛県","","","川之江市","かわのえし","2004-04-01","宇摩郡(38300)の廃止
川之江市(38208)、伊予三島市(38209)、新宮村(38301)、土居町(38302)が合併し、四国中央市(38213)を新設"
"38209","愛媛県","","","伊予三島市","いよみしまし","2004-04-01","宇摩郡(38300)の廃止
川之江市(38208)、伊予三島市(38209)、新宮村(38301)、土居町(38302)が合併し、四国中央市(38213)を新設"
"38210","愛媛県","","","伊予市","いよし","2005-04-01","伊予市(38210)、中山町(38404)、双海町(38405)が合併し、伊予市を新設"
"38211","愛媛県","","","北条市","ほうじょうし","2005-01-01","温泉郡(38360)の廃止
北条市(38211)、中島町(38363)が松山市(38201)に編入"
"38212","愛媛県","","","東予市","とうよし","2004-11-01","周桑郡(38320)の廃止
西条市(38206)、東予市(38212)、小松町(38321)、丹原町(38323)が合併し、西条市を新設"
"38213","愛媛県","","","四国中央市","しこくちゅうおうし","2004-04-01","宇摩郡(38300)の廃止
川之江市(38208)、伊予三島市(38209)、新宮村(38301)、土居町(38302)が合併し、四国中央市(38213)を新設"
"38214","愛媛県","","","西予市","せいよし","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38215","愛媛県","","","東温市","とうおんし","2004-09-21","重信町(38361)、川内町(38362)が合併し、東温市(38215)を新設"
"38301","愛媛県","宇摩郡","うまぐん","新宮村","しんぐうむら","2004-04-01","宇摩郡(38300)の廃止
川之江市(38208)、伊予三島市(38209)、新宮村(38301)、土居町(38302)が合併し、四国中央市(38213)を新設"
"38302","愛媛県","宇摩郡","うまぐん","土居町","どいちょう","2004-04-01","宇摩郡(38300)の廃止
川之江市(38208)、伊予三島市(38209)、新宮村(38301)、土居町(38302)が合併し、四国中央市(38213)を新設"
"38303","愛媛県","宇摩郡","うまぐん","別子山村","べっしやまむら","2003-04-01","別子山村(38303)が新居浜市(38205)に編入"
"38321","愛媛県","周桑郡","しゅうそうぐん","小松町","こまつちょう","2004-11-01","周桑郡(38320)の廃止
西条市(38206)、東予市(38212)、小松町(38321)、丹原町(38323)が合併し、西条市を新設"
"38323","愛媛県","周桑郡","しゅうそうぐん","丹原町","たんばらちょう","2004-11-01","周桑郡(38320)の廃止
西条市(38206)、東予市(38212)、小松町(38321)、丹原町(38323)が合併し、西条市を新設"
"38341","愛媛県","越智郡","おちぐん","朝倉村","あさくらむら","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38342","愛媛県","越智郡","おちぐん","玉川町","たまがわちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38343","愛媛県","越智郡","おちぐん","波方町","なみかたちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38344","愛媛県","越智郡","おちぐん","大西町","おおにしちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38345","愛媛県","越智郡","おちぐん","菊間町","きくまちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38346","愛媛県","越智郡","おちぐん","吉海町","よしうみちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38347","愛媛県","越智郡","おちぐん","宮窪町","みやくぼちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38348","愛媛県","越智郡","おちぐん","伯方町","はかたちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38349","愛媛県","越智郡","おちぐん","魚島村","うおしまむら","2004-10-01","魚島村(38349)、弓削町(38350)、生名村(38351)、岩城村(38352)が合併し、上島町(38356)を新設"
"38350","愛媛県","越智郡","おちぐん","弓削町","ゆげちょう","2004-10-01","魚島村(38349)、弓削町(38350)、生名村(38351)、岩城村(38352)が合併し、上島町(38356)を新設"
"38351","愛媛県","越智郡","おちぐん","生名村","いきなむら","2004-10-01","魚島村(38349)、弓削町(38350)、生名村(38351)、岩城村(38352)が合併し、上島町(38356)を新設"
"38352","愛媛県","越智郡","おちぐん","岩城村","いわぎむら","2004-10-01","魚島村(38349)、弓削町(38350)、生名村(38351)、岩城村(38352)が合併し、上島町(38356)を新設"
"38353","愛媛県","越智郡","おちぐん","上浦町","かみうらちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38354","愛媛県","越智郡","おちぐん","大三島町","おおみしまちょう","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38355","愛媛県","越智郡","おちぐん","関前村","せきぜんむら","2005-01-16","今治市(38202)、朝倉村(38341)、玉川町(38342)、波方町(38343)、大西町(38344)、菊間町(38345)、吉海町(38346)、宮窪町(38347)、伯方町(38348)、上浦町(38353)、大三島町(38354)、関前村(38355)が合併し、今治市を新設"
"38356","愛媛県","越智郡","おちぐん","上島町","かみじまちょう","2004-10-01","魚島村(38349)、弓削町(38350)、生名村(38351)、岩城村(38352)が合併し、上島町(38356)を新設"
"38361","愛媛県","温泉郡","おんせんぐん","重信町","しげのぶちょう","2004-09-21","重信町(38361)、川内町(38362)が合併し、東温市(38215)を新設"
"38362","愛媛県","温泉郡","おんせんぐん","川内町","かわうちちょう","2004-09-21","重信町(38361)、川内町(38362)が合併し、東温市(38215)を新設"
"38363","愛媛県","温泉郡","おんせんぐん","中島町","なかじまちょう","2005-01-01","温泉郡(38360)の廃止
北条市(38211)、中島町(38363)が松山市(38201)に編入"
"38381","愛媛県","上浮穴郡","かみうけなぐん","久万町","くまちょう","2004-08-01","久万町(38381)、面河村(38382)、美川村(38383)、柳谷村(38384)が合併し、久万高原町(38386)を新設"
"38382","愛媛県","上浮穴郡","かみうけなぐん","面河村","おもごむら","2004-08-01","久万町(38381)、面河村(38382)、美川村(38383)、柳谷村(38384)が合併し、久万高原町(38386)を新設"
"38383","愛媛県","上浮穴郡","かみうけなぐん","美川村","みかわむら","2004-08-01","久万町(38381)、面河村(38382)、美川村(38383)、柳谷村(38384)が合併し、久万高原町(38386)を新設"
"38384","愛媛県","上浮穴郡","かみうけなぐん","柳谷村","やなだにむら","2004-08-01","久万町(38381)、面河村(38382)、美川村(38383)、柳谷村(38384)が合併し、久万高原町(38386)を新設"
"38385","愛媛県","上浮穴郡","かみうけなぐん","小田町","おだちょう","2005-01-01","小田町(38385)、内子町(38422)、五十崎町(38423)が合併し、内子町を新設"
"38386","愛媛県","上浮穴郡","かみうけなぐん","久万高原町","くまこうげんちょう","2004-08-01","久万町(38381)、面河村(38382)、美川村(38383)、柳谷村(38384)が合併し、久万高原町(38386)を新設"
"38402","愛媛県","伊予郡","いよぐん","砥部町","とべちょう","2005-01-01","砥部町(38402)、広田村(38403)が合併し、砥部町を新設"
"38403","愛媛県","伊予郡","いよぐん","広田村","ひろたむら","2005-01-01","砥部町(38402)、広田村(38403)が合併し、砥部町を新設"
"38404","愛媛県","伊予郡","いよぐん","中山町","なかやまちょう","2005-04-01","伊予市(38210)、中山町(38404)、双海町(38405)が合併し、伊予市を新設"
"38405","愛媛県","伊予郡","いよぐん","双海町","ふたみちょう","2005-04-01","伊予市(38210)、中山町(38404)、双海町(38405)が合併し、伊予市を新設"
"38421","愛媛県","喜多郡","きたぐん","長浜町","ながはまちょう","2005-01-11","大洲市(38207)、長浜町(38421)、肱川町(38424)、河辺村(38425)が合併し、大洲市を新設"
"38422","愛媛県","喜多郡","きたぐん","内子町","うちこちょう","2005-01-01","小田町(38385)、内子町(38422)、五十崎町(38423)が合併し、内子町を新設"
"38423","愛媛県","喜多郡","きたぐん","五十崎町","いかざきちょう","2005-01-01","小田町(38385)、内子町(38422)、五十崎町(38423)が合併し、内子町を新設"
"38424","愛媛県","喜多郡","きたぐん","肱川町","ひじかわちょう","2005-01-11","大洲市(38207)、長浜町(38421)、肱川町(38424)、河辺村(38425)が合併し、大洲市を新設"
"38425","愛媛県","喜多郡","きたぐん","河辺村","かわべむら","2005-01-11","大洲市(38207)、長浜町(38421)、肱川町(38424)、河辺村(38425)が合併し、大洲市を新設"
"38441","愛媛県","西宇和郡","にしうわぐん","保内町","ほないちょう","2005-03-28","八幡浜市(38204)、保内町(38441)が合併し、八幡浜市を新設"
"38442","愛媛県","西宇和郡","にしうわぐん","伊方町","いかたちょう","2005-04-01","伊方町(38442)、瀬戸町(38443)、三崎町(38444)が合併し、伊方町を新設"
"38443","愛媛県","西宇和郡","にしうわぐん","瀬戸町","せとちょう","2005-04-01","伊方町(38442)、瀬戸町(38443)、三崎町(38444)が合併し、伊方町を新設"
"38444","愛媛県","西宇和郡","にしうわぐん","三崎町","みさきちょう","2005-04-01","伊方町(38442)、瀬戸町(38443)、三崎町(38444)が合併し、伊方町を新設"
"38445","愛媛県","西宇和郡","にしうわぐん","三瓶町","みかめちょう","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38461","愛媛県","東宇和郡","ひがしうわぐん","明浜町","あけはまちょう","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38462","愛媛県","東宇和郡","ひがしうわぐん","宇和町","うわちょう","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38463","愛媛県","東宇和郡","ひがしうわぐん","野村町","のむらちょう","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38464","愛媛県","東宇和郡","ひがしうわぐん","城川町","しろかわちょう","2004-04-01","三瓶町(38445)、明浜町(38461)、宇和町(38462)、野村町(38463)、城川町(38464)が合併し、西予市(38214)を新設
東宇和郡(38460)の廃止"
"38481","愛媛県","北宇和郡","きたうわぐん","吉田町","よしだちょう","2005-08-01","宇和島市(38203)、吉田町(38481)、三間町(38482)、津島町(38486)が合併し、宇和島市を新設"
"38482","愛媛県","北宇和郡","きたうわぐん","三間町","みまちょう","2005-08-01","宇和島市(38203)、吉田町(38481)、三間町(38482)、津島町(38486)が合併し、宇和島市を新設"
"38483","愛媛県","北宇和郡","きたうわぐん","広見町","ひろみちょう","2005-01-01","広見町(38483)、日吉村(38485)が合併し、鬼北町(38488)を新設"
"38485","愛媛県","北宇和郡","きたうわぐん","日吉村","ひよしむら","2005-01-01","広見町(38483)、日吉村(38485)が合併し、鬼北町(38488)を新設"
"38486","愛媛県","北宇和郡","きたうわぐん","津島町","つしまちょう","2005-08-01","宇和島市(38203)、吉田町(38481)、三間町(38482)、津島町(38486)が合併し、宇和島市を新設"
"38488","愛媛県","北宇和郡","きたうわぐん","鬼北町","きほくちょう","2005-01-01","広見町(38483)、日吉村(38485)が合併し、鬼北町(38488)を新設"
"38501","愛媛県","南宇和郡","みなみうわぐん","内海村","うちうみむら","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"38502","愛媛県","南宇和郡","みなみうわぐん","御荘町","みしょうちょう","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"38503","愛媛県","南宇和郡","みなみうわぐん","城辺町","じょうへんちょう","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"38504","愛媛県","南宇和郡","みなみうわぐん","一本松町","いっぽんまつちょう","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"38505","愛媛県","南宇和郡","みなみうわぐん","西海町","にしうみちょう","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"38506","愛媛県","南宇和郡","みなみうわぐん","愛南町","あいなんちょう","2004-10-01","内海村(38501)、御荘町(38502)、城辺町(38503)、一本松町(38504)、西海町(38505)が合併し、愛南町(38506)を新設"
"39201","高知県","","","高知市","こうちし","2005-01-01","鏡村(39361)、土佐山村(39362)が高知市(39201)に編入"
"39201","高知県","","","高知市","こうちし","2008-01-01","春野町(39383)が高知市(39201)に編入"
"39207","高知県","","","中村市","なかむらし","2005-04-10","中村市(39207)、西土佐村(39426)が合併し、四万十市(39210)を新設"
"39210","高知県","","","四万十市","しまんとし","2005-04-10","中村市(39207)、西土佐村(39426)が合併し、四万十市(39210)を新設"
"39211","高知県","","","香南市","こうなんし","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39212","高知県","","","香美市","かみし","2006-03-01","香美郡(39320)の廃止
土佐山田町(39323)、香北町(39326)、物部村(39328)が合併し、香美市(39212)を新設"
"39321","高知県","香美郡","かみぐん","赤岡町","あかおかちょう","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39322","高知県","香美郡","かみぐん","香我美町","かがみちょう","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39323","高知県","香美郡","かみぐん","土佐山田町","とさやまだちょう","2006-03-01","香美郡(39320)の廃止
土佐山田町(39323)、香北町(39326)、物部村(39328)が合併し、香美市(39212)を新設"
"39324","高知県","香美郡","かみぐん","野市町","のいちちょう","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39325","高知県","香美郡","かみぐん","夜須町","やすちょう","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39326","高知県","香美郡","かみぐん","香北町","かほくちょう","2006-03-01","香美郡(39320)の廃止
土佐山田町(39323)、香北町(39326)、物部村(39328)が合併し、香美市(39212)を新設"
"39327","高知県","香美郡","かみぐん","吉川村","よしかわむら","2006-03-01","赤岡町(39321)、香我美町(39322)、野市町(39324)、夜須町(39325)、吉川村(39327)が合併し、香南市(39211)を新設"
"39328","高知県","香美郡","かみぐん","物部村","ものべそん","2006-03-01","香美郡(39320)の廃止
土佐山田町(39323)、香北町(39326)、物部村(39328)が合併し、香美市(39212)を新設"
"39361","高知県","土佐郡","とさぐん","鏡村","かがみむら","2005-01-01","鏡村(39361)、土佐山村(39362)が高知市(39201)に編入"
"39362","高知県","土佐郡","とさぐん","土佐山村","とさやまむら","2005-01-01","鏡村(39361)、土佐山村(39362)が高知市(39201)に編入"
"39365","高知県","土佐郡","とさぐん","本川村","ほんがわむら","2004-10-01","本川村(39365)、伊野町(39381)、吾北村(39385)が合併し、いの町(39386)を新設"
"39381","高知県","吾川郡","あがわぐん","伊野町","いのちょう","2004-10-01","本川村(39365)、伊野町(39381)、吾北村(39385)が合併し、いの町(39386)を新設"
"39382","高知県","吾川郡","あがわぐん","池川町","いけがわちょう","2005-08-01","池川町(39382)、吾川村(39384)、仁淀村(39409)が合併し、仁淀川町(39387)を新設"
"39383","高知県","吾川郡","あがわぐん","春野町","はるのちょう","2008-01-01","春野町(39383)が高知市(39201)に編入"
"39384","高知県","吾川郡","あがわぐん","吾川村","あがわむら","2005-08-01","池川町(39382)、吾川村(39384)、仁淀村(39409)が合併し、仁淀川町(39387)を新設"
"39385","高知県","吾川郡","あがわぐん","吾北村","ごほくそん","2004-10-01","本川村(39365)、伊野町(39381)、吾北村(39385)が合併し、いの町(39386)を新設"
"39386","高知県","吾川郡","あがわぐん","いの町","いのちょう","2004-10-01","本川村(39365)、伊野町(39381)、吾北村(39385)が合併し、いの町(39386)を新設"
"39387","高知県","吾川郡","あがわぐん","仁淀川町","によどがわちょう","2005-08-01","池川町(39382)、吾川村(39384)、仁淀村(39409)が合併し、仁淀川町(39387)を新設"
"39401","高知県","高岡郡","たかおかぐん","中土佐町","なかとさちょう","2006-01-01","中土佐町(39401)、大野見村(39406)が合併し、中土佐町を新設"
"39404","高知県","高岡郡","たかおかぐん","窪川町","くぼかわちょう","2006-03-20","窪川町(39404)、大正町(39422)、十和村(39425)が合併し、四万十町(39412)を新設"
"39406","高知県","高岡郡","たかおかぐん","大野見村","おおのみそん","2006-01-01","中土佐町(39401)、大野見村(39406)が合併し、中土佐町を新設"
"39407","高知県","高岡郡","たかおかぐん","東津野村","ひがしつのむら","2005-02-01","東津野村(39407)、葉山村(39408)が合併し、津野町(39411)を新設"
"39408","高知県","高岡郡","たかおかぐん","葉山村","はやまむら","2005-02-01","東津野村(39407)、葉山村(39408)が合併し、津野町(39411)を新設"
"39409","高知県","高岡郡","たかおかぐん","仁淀村","によどむら","2005-08-01","池川町(39382)、吾川村(39384)、仁淀村(39409)が合併し、仁淀川町(39387)を新設"
"39411","高知県","高岡郡","たかおかぐん","津野町","つのちょう","2005-02-01","東津野村(39407)、葉山村(39408)が合併し、津野町(39411)を新設"
"39412","高知県","高岡郡","たかおかぐん","四万十町","しまんとちょう","2006-03-20","窪川町(39404)、大正町(39422)、十和村(39425)が合併し、四万十町(39412)を新設"
"39421","高知県","幡多郡","はたぐん","佐賀町","さがちょう","2006-03-20","佐賀町(39421)、大方町(39423)が合併し、黒潮町(39428)を新設"
