"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"39422","高知県","幡多郡","はたぐん","大正町","たいしょうちょう","2006-03-20","窪川町(39404)、大正町(39422)、十和村(39425)が合併し、四万十町(39412)を新設"
"39423","高知県","幡多郡","はたぐん","大方町","おおがたちょう","2006-03-20","佐賀町(39421)、大方町(39423)が合併し、黒潮町(39428)を新設"
"39425","高知県","幡多郡","はたぐん","十和村","とおわそん","2006-03-20","窪川町(39404)、大正町(39422)、十和村(39425)が合併し、四万十町(39412)を新設"
"39426","高知県","幡多郡","はたぐん","西土佐村","にしとさむら","2005-04-10","中村市(39207)、西土佐村(39426)が合併し、四万十市(39210)を新設"
"39428","高知県","幡多郡","はたぐん","黒潮町","くろしおちょう","2006-03-20","佐賀町(39421)、大方町(39423)が合併し、黒潮町(39428)を新設"
"40203","福岡県","","","久留米市","くるめし","2001-04-01","久留米市(40203)が特例市に移行"
"40203","福岡県","","","久留米市","くるめし","2005-02-05","田主丸町(40482)、北野町(40501)、城島町(40521)、三潴町(40523)が久留米市(40203)に編入"
"40203","福岡県","","","久留米市","くるめし","2008-04-01","久留米市(40203)が特例市から中核市に移行"
"40205","福岡県","","","飯塚市","いいづかし","2006-03-26","飯塚市(40205)、筑穂町(40425)、穂波町(40426)、庄内町(40427)、頴田町(40428)が合併し、飯塚市を新設"
"40207","福岡県","","","柳川市","やながわし","2005-03-21","柳川市(40207)、大和町(40562)、三橋町(40563)が合併し、柳川市を新設"
"40208","福岡県","","","山田市","やまだし","2006-03-27","山田市(40208)、稲築町(40422)、碓井町(40423)、嘉穂町(40424)が合併し、嘉麻市(40227)を新設"
"40209","福岡県","","","甘木市","あまぎし","2006-03-20","甘木市(40209)、杷木町(40441)、朝倉町(40442)が合併し、朝倉市(40228)を新設"
"40210","福岡県","","","八女市","やめし","2006-10-01","上陽町(40542)が八女市(40210)に編入"
"40210","福岡県","","","八女市","やめし","2010-02-01","黒木町(40541)、立花町(40543)、矢部村(40545)、星野村(40546)が八女市(40210)に編入"
"40220","福岡県","","","宗像市","むなかたし","2003-04-01","宗像市(40220)、玄海町(40364)が合併し、宗像市を新設"
"40220","福岡県","","","宗像市","むなかたし","2005-03-28","宗像郡(40360)の廃止
大島村(40365)が宗像市(40220)に編入"
"40222","福岡県","","","前原市","まえばるし","2010-01-01","糸島郡(40460)の廃止
前原市(40222)、二丈町(40462)、志摩町(40463)が合併し、糸島市(40230)を新設"
"40224","福岡県","","","福津市","ふくつし","2005-01-24","福間町(40362)、津屋崎町(40363)が合併し、福津市(40224)を新設"
"40225","福岡県","","","うきは市","うきはし","2005-03-20","吉井町(40481)、浮羽町(40483)が合併し、うきは市(40225)を新設
浮羽郡(40480)の廃止"
"40226","福岡県","","","宮若市","みやわかし","2006-02-11","宮田町(40403)、若宮町(40404)が合併し、宮若市(40226)を新設"
"40227","福岡県","","","嘉麻市","かまし","2006-03-27","山田市(40208)、稲築町(40422)、碓井町(40423)、嘉穂町(40424)が合併し、嘉麻市(40227)を新設"
"40228","福岡県","","","朝倉市","あさくらし","2006-03-20","甘木市(40209)、杷木町(40441)、朝倉町(40442)が合併し、朝倉市(40228)を新設"
"40229","福岡県","","","みやま市","みやまし","2007-01-29","三池郡(40580)の廃止
山門郡(40560)の廃止
瀬高町(40561)、山川町(40564)、高田町(40581)が合併し、みやま市(40229)を新設"
"40230","福岡県","","","糸島市","いとしまし","2010-01-01","糸島郡(40460)の廃止
前原市(40222)、二丈町(40462)、志摩町(40463)が合併し、糸島市(40230)を新設"
"40231","福岡県","","","那珂川市","なかがわし","2018-10-01","筑紫郡(40300)の廃止
那珂川町(40305)が那珂川市(40231)に市制施行"
"40305","福岡県","筑紫郡","ちくしぐん","那珂川町","なかがわまち","2018-10-01","筑紫郡(40300)の廃止
那珂川町(40305)が那珂川市(40231)に市制施行"
"40362","福岡県","宗像郡","むなかたぐん","福間町","ふくままち","2005-01-24","福間町(40362)、津屋崎町(40363)が合併し、福津市(40224)を新設"
"40363","福岡県","宗像郡","むなかたぐん","津屋崎町","つやざきまち","2005-01-24","福間町(40362)、津屋崎町(40363)が合併し、福津市(40224)を新設"
"40364","福岡県","宗像郡","むなかたぐん","玄海町","げんかいまち","2003-04-01","宗像市(40220)、玄海町(40364)が合併し、宗像市を新設"
"40365","福岡県","宗像郡","むなかたぐん","大島村","おおしまむら","2005-03-28","宗像郡(40360)の廃止
大島村(40365)が宗像市(40220)に編入"
"40403","福岡県","鞍手郡","くらてぐん","宮田町","みやたまち","2006-02-11","宮田町(40403)、若宮町(40404)が合併し、宮若市(40226)を新設"
"40404","福岡県","鞍手郡","くらてぐん","若宮町","わかみやまち","2006-02-11","宮田町(40403)、若宮町(40404)が合併し、宮若市(40226)を新設"
"40422","福岡県","嘉穂郡","かほぐん","稲築町","いなつきまち","2006-03-27","山田市(40208)、稲築町(40422)、碓井町(40423)、嘉穂町(40424)が合併し、嘉麻市(40227)を新設"
"40423","福岡県","嘉穂郡","かほぐん","碓井町","うすいまち","2006-03-27","山田市(40208)、稲築町(40422)、碓井町(40423)、嘉穂町(40424)が合併し、嘉麻市(40227)を新設"
"40424","福岡県","嘉穂郡","かほぐん","嘉穂町","かほまち","2006-03-27","山田市(40208)、稲築町(40422)、碓井町(40423)、嘉穂町(40424)が合併し、嘉麻市(40227)を新設"
"40425","福岡県","嘉穂郡","かほぐん","筑穂町","ちくほまち","2006-03-26","飯塚市(40205)、筑穂町(40425)、穂波町(40426)、庄内町(40427)、頴田町(40428)が合併し、飯塚市を新設"
"40426","福岡県","嘉穂郡","かほぐん","穂波町","ほなみまち","2006-03-26","飯塚市(40205)、筑穂町(40425)、穂波町(40426)、庄内町(40427)、頴田町(40428)が合併し、飯塚市を新設"
"40427","福岡県","嘉穂郡","かほぐん","庄内町","しょうないまち","2006-03-26","飯塚市(40205)、筑穂町(40425)、穂波町(40426)、庄内町(40427)、頴田町(40428)が合併し、飯塚市を新設"
"40428","福岡県","嘉穂郡","かほぐん","頴田町","かいたまち","2006-03-26","飯塚市(40205)、筑穂町(40425)、穂波町(40426)、庄内町(40427)、頴田町(40428)が合併し、飯塚市を新設"
"40441","福岡県","朝倉郡","あさくらぐん","杷木町","はきまち","2006-03-20","甘木市(40209)、杷木町(40441)、朝倉町(40442)が合併し、朝倉市(40228)を新設"
"40442","福岡県","朝倉郡","あさくらぐん","朝倉町","あさくらまち","2006-03-20","甘木市(40209)、杷木町(40441)、朝倉町(40442)が合併し、朝倉市(40228)を新設"
"40443","福岡県","朝倉郡","あさくらぐん","三輪町","みわまち","2005-03-22","三輪町(40443)、夜須町(40444)が合併し、筑前町(40447)を新設"
"40444","福岡県","朝倉郡","あさくらぐん","夜須町","やすまち","2005-03-22","三輪町(40443)、夜須町(40444)が合併し、筑前町(40447)を新設"
"40445","福岡県","朝倉郡","あさくらぐん","小石原村","こいしわらむら","2005-03-28","小石原村(40445)、宝珠山村(40446)が合併し、東峰村(40448)を新設"
"40446","福岡県","朝倉郡","あさくらぐん","宝珠山村","ほうしゅやまむら","2005-03-28","小石原村(40445)、宝珠山村(40446)が合併し、東峰村(40448)を新設"
"40447","福岡県","朝倉郡","あさくらぐん","筑前町","ちくぜんまち","2005-03-22","三輪町(40443)、夜須町(40444)が合併し、筑前町(40447)を新設"
"40448","福岡県","朝倉郡","あさくらぐん","東峰村","とうほうむら","2005-03-28","小石原村(40445)、宝珠山村(40446)が合併し、東峰村(40448)を新設"
"40462","福岡県","糸島郡","いとしまぐん","二丈町","にじょうまち","2010-01-01","糸島郡(40460)の廃止
前原市(40222)、二丈町(40462)、志摩町(40463)が合併し、糸島市(40230)を新設"
"40463","福岡県","糸島郡","いとしまぐん","志摩町","しままち","2010-01-01","糸島郡(40460)の廃止
前原市(40222)、二丈町(40462)、志摩町(40463)が合併し、糸島市(40230)を新設"
"40481","福岡県","浮羽郡","うきはぐん","吉井町","よしいまち","2005-03-20","吉井町(40481)、浮羽町(40483)が合併し、うきは市(40225)を新設
浮羽郡(40480)の廃止"
"40482","福岡県","浮羽郡","うきはぐん","田主丸町","たぬしまるまち","2005-02-05","田主丸町(40482)、北野町(40501)、城島町(40521)、三潴町(40523)が久留米市(40203)に編入"
"40483","福岡県","浮羽郡","うきはぐん","浮羽町","うきはまち","2005-03-20","吉井町(40481)、浮羽町(40483)が合併し、うきは市(40225)を新設
浮羽郡(40480)の廃止"
"40501","福岡県","三井郡","みいぐん","北野町","きたのまち","2005-02-05","田主丸町(40482)、北野町(40501)、城島町(40521)、三潴町(40523)が久留米市(40203)に編入"
"40521","福岡県","三潴郡","みづまぐん","城島町","じょうじままち","2005-02-05","田主丸町(40482)、北野町(40501)、城島町(40521)、三潴町(40523)が久留米市(40203)に編入"
"40523","福岡県","三潴郡","みづまぐん","三潴町","みづままち","2005-02-05","田主丸町(40482)、北野町(40501)、城島町(40521)、三潴町(40523)が久留米市(40203)に編入"
"40541","福岡県","八女郡","やめぐん","黒木町","くろぎまち","2010-02-01","黒木町(40541)、立花町(40543)、矢部村(40545)、星野村(40546)が八女市(40210)に編入"
"40542","福岡県","八女郡","やめぐん","上陽町","じょうようまち","2006-10-01","上陽町(40542)が八女市(40210)に編入"
"40543","福岡県","八女郡","やめぐん","立花町","たちばなまち","2010-02-01","黒木町(40541)、立花町(40543)、矢部村(40545)、星野村(40546)が八女市(40210)に編入"
"40545","福岡県","八女郡","やめぐん","矢部村","やべむら","2010-02-01","黒木町(40541)、立花町(40543)、矢部村(40545)、星野村(40546)が八女市(40210)に編入"
"40546","福岡県","八女郡","やめぐん","星野村","ほしのむら","2010-02-01","黒木町(40541)、立花町(40543)、矢部村(40545)、星野村(40546)が八女市(40210)に編入"
"40561","福岡県","山門郡","やまとぐん","瀬高町","せたかまち","2007-01-29","三池郡(40580)の廃止
山門郡(40560)の廃止
瀬高町(40561)、山川町(40564)、高田町(40581)が合併し、みやま市(40229)を新設"
"40562","福岡県","山門郡","やまとぐん","大和町","やまとまち","2005-03-21","柳川市(40207)、大和町(40562)、三橋町(40563)が合併し、柳川市を新設"
"40563","福岡県","山門郡","やまとぐん","三橋町","みつはしまち","2005-03-21","柳川市(40207)、大和町(40562)、三橋町(40563)が合併し、柳川市を新設"
"40564","福岡県","山門郡","やまとぐん","山川町","やまかわまち","2007-01-29","三池郡(40580)の廃止
山門郡(40560)の廃止
瀬高町(40561)、山川町(40564)、高田町(40581)が合併し、みやま市(40229)を新設"
"40581","福岡県","三池郡","みいけぐん","高田町","たかたまち","2007-01-29","三池郡(40580)の廃止
山門郡(40560)の廃止
瀬高町(40561)、山川町(40564)、高田町(40581)が合併し、みやま市(40229)を新設"
"40603","福岡県","田川郡","たがわぐん","金田町","かなだまち","2006-03-06","金田町(40603)、赤池町(40606)、方城町(40607)が合併し、福智町(40610)を新設"
"40606","福岡県","田川郡","たがわぐん","赤池町","あかいけまち","2006-03-06","金田町(40603)、赤池町(40606)、方城町(40607)が合併し、福智町(40610)を新設"
"40607","福岡県","田川郡","たがわぐん","方城町","ほうじょうまち","2006-03-06","金田町(40603)、赤池町(40606)、方城町(40607)が合併し、福智町(40610)を新設"
"40610","福岡県","田川郡","たがわぐん","福智町","ふくちまち","2006-03-06","金田町(40603)、赤池町(40606)、方城町(40607)が合併し、福智町(40610)を新設"
"40622","福岡県","京都郡","みやこぐん","犀川町","さいがわまち","2006-03-20","犀川町(40622)、勝山町(40623)、豊津町(40624)が合併し、みやこ町(40625)を新設"
